Dates,Step Count
24.11.2023,5121
25.11.2023,12043
26.11.2023,311
27.11.2023,6899
28.11.2023,8212
29.11.2023,2112
30.11.2023,3450
1.12.2023,6067
2.12.2023,2498
3.12.2023,923
4.12.2023,7548
5.12.2023,3889
6.12.2023,6171
7.12.2023,4949
8.12.2023,4613
9.12.2023,2583
10.12.2023,618
11.12.2023,3991
12.12.2023,4620
13.12.2023,2412
14.12.2023,2227
15.12.2023,1930
16.12.2023,2960
17.12.2023,1923
18.12.2023,3308
19.12.2023,2619
20.12.2023,5107
21.12.2023,3168
22.12.2023,5737
23.12.2023,3491
24.12.2023,4950
25.12.2023,2152
26.12.2023,7142
27.12.2023,3274
28.12.2023,10970
29.12.2023,7436
30.12.2023,953
31.12.2023,851
1.01.2024,1185
2.01.2024,1903
3.01.2024,4736
4.01.2024,3615
5.01.2024,7224
6.01.2024,5996
7.01.2024,3134
8.01.2024,4134
9.01.2024,6204
10.01.2024,3435
11.01.2024,4071
12.01.2024,4057
13.01.2024,1694
14.01.2024,5380
15.01.2024,5252
16.01.2024,5534
17.01.2024,3326
18.01.2024,2506
19.01.2024,2457
20.01.2024,4500
21.01.2024,1146
22.01.2024,2404
23.01.2024,5443
24.01.2024,3404
25.01.2024,3786
26.01.2024,1145
27.01.2024,4165
28.01.2024,299
29.01.2024,484
30.01.2024,5244
31.01.2024,824
1.02.2024,999
2.02.2024,1913
3.02.2024,8077
4.02.2024,1300
5.02.2024,4285
6.02.2024,5649
7.02.2024,9550
8.02.2024,10528
9.02.2024,10537
10.02.2024,9809
11.02.2024,7723
12.02.2024,3515
13.02.2024,442
14.02.2024,878
15.02.2024,4957
16.02.2024,1121
17.02.2024,1829
18.02.2024,3004
19.02.2024,4933
20.02.2024,3027
21.02.2024,7021
22.02.2024,4751
23.02.2024,9802
24.02.2024,2116
25.02.2024,2103
26.02.2024,5117
27.02.2024,4039
28.02.2024,5920
29.02.2024,3761
1.03.2024,7963
2.03.2024,1964
3.03.2024,257
4.03.2024,8255
5.03.2024,3932
6.03.2024,5613
7.03.2024,5570
8.03.2024,8742
9.03.2024,9162
10.03.2024,1946
11.03.2024,3706
12.03.2024,3087
13.03.2024,6736
14.03.2024,5521
15.03.2024,3048
16.03.2024,1397
17.03.2024,5409
18.03.2024,5510
19.03.2024,4984
20.03.2024,5418
21.03.2024,3172
22.03.2024,8822
23.03.2024,1349
24.03.2024,3063
25.03.2024,3350
26.03.2024,5306
27.03.2024,4113
28.03.2024,1728
29.03.2024,7476
30.03.2024,8977
31.03.2024,904
1.04.2024,3242
2.04.2024,7212
3.04.2024,3298
4.04.2024,9341
5.04.2024,4230
6.04.2024,8016
7.04.2024,5272
8.04.2024,3564
9.04.2024,2940
10.04.2024,2369
11.04.2024,774.58
12.04.2024,3046
13.04.2024,5612
14.04.2024,3027
15.04.2024,2187
16.04.2024,4997
17.04.2024,4272
18.04.2024,2171
19.04.2024,3331
20.04.2024,1976
21.04.2024,1260
22.04.2024,5101
23.04.2024,528
24.04.2024,4586
25.04.2024,3848
26.04.2024,1914
27.04.2024,5165
28.04.2024,7421
29.04.2024,2835
30.04.2024,6243
1.05.2024,3305
2.05.2024,4802
3.05.2024,4801
4.05.2024,2267
5.05.2024,2118
6.05.2024,6157
7.05.2024,5863
8.05.2024,6242
9.05.2024,7571
10.05.2024,3840
11.05.2024,1659
12.05.2024,743
13.05.2024,5448
14.05.2024,3789
15.05.2024,5966
16.05.2024,4834
17.05.2024,11570
18.05.2024,11016
19.05.2024,2723
20.05.2024,5023
21.05.2024,2783
22.05.2024,5605
23.05.2024,6007
24.05.2024,2978
25.05.2024,2847
26.05.2024,292
27.05.2024,7335
28.05.2024,4685
29.05.2024,4873
30.05.2024,4356
31.05.2024,5568
1.06.2024,8133
2.06.2024,5714
3.06.2024,3588
4.06.2024,3164
5.06.2024,6407
6.06.2024,2176
7.06.2024,3628
8.06.2024,23600
9.06.2024,21004
10.06.2024,305
11.06.2024,13296
12.06.2024,13910
13.06.2024,292
14.06.2024,15169
15.06.2024,13459
16.06.2024,20483
17.06.2024,5614
18.06.2024,1655
19.06.2024,495
20.06.2024,946
21.06.2024,2546
22.06.2024,2615
23.06.2024,5085
24.06.2024,3179
25.06.2024,1484
26.06.2024,2985
27.06.2024,3235
28.06.2024,5428
29.06.2024,1446
30.06.2024,3739
1.07.2024,6174
2.07.2024,5456
3.07.2024,3861
4.07.2024,5153
5.07.2024,5786
6.07.2024,2263
7.07.2024,2085
8.07.2024,5414
9.07.2024,4459
10.07.2024,4393
11.07.2024,4207
12.07.2024,5235
13.07.2024,2842
14.07.2024,3810
15.07.2024,968
16.07.2024,4609
17.07.2024,4277
18.07.2024,4027
19.07.2024,4966
20.07.2024,4926
21.07.2024,948.34
22.07.2024,5319
23.07.2024,5136
24.07.2024,3663
25.07.2024,5169
26.07.2024,7356
27.07.2024,8290
28.07.2024,2071
29.07.2024,6989
30.07.2024,8466
31.07.2024,6839
1.08.2024,9353
2.08.2024,7813
3.08.2024,3882
4.08.2024,1410
5.08.2024,6921
6.08.2024,5550
7.08.2024,5717
8.08.2024,4364
9.08.2024,7262
10.08.2024,2975
11.08.2024,4244
12.08.2024,5185
13.08.2024,4914
14.08.2024,5533
15.08.2024,5097
16.08.2024,8294
17.08.2024,6611
18.08.2024,7655
19.08.2024,4148
20.08.2024,3715
21.08.2024,6844
22.08.2024,5094
23.08.2024,3919
24.08.2024,2254
25.08.2024,375
26.08.2024,7552
27.08.2024,10378
28.08.2024,11365
29.08.2024,9853
30.08.2024,8643
31.08.2024,1386
1.09.2024,1682
2.09.2024,4055
3.09.2024,4200
4.09.2024,4565
5.09.2024,2695
6.09.2024,2007
7.09.2024,6228
8.09.2024,1656
9.09.2024,3511
10.09.2024,3534
11.09.2024,3543
12.09.2024,5353
13.09.2024,6782
14.09.2024,4496
15.09.2024,1367
16.09.2024,4673
17.09.2024,6535
18.09.2024,9002
19.09.2024,6548
20.09.2024,5837
21.09.2024,7161
22.09.2024,6053
23.09.2024,6049
24.09.2024,4739
25.09.2024,6725
26.09.2024,5173
27.09.2024,8858
28.09.2024,5161
29.09.2024,4997
30.09.2024,6288
1.10.2024,6696
2.10.2024,8451
3.10.2024,4975
4.10.2024,3281
5.10.2024,1866
6.10.2024,1351
7.10.2024,5453
8.10.2024,5268
9.10.2024,4575
10.10.2024,352
11.10.2024,3557
12.10.2024,5345
13.10.2024,191
14.10.2024,4851
15.10.2024,9375
16.10.2024,3410
17.10.2024,2311
18.10.2024,5066
19.10.2024,2273
20.10.2024,9493
21.10.2024,6445
22.10.2024,6730
23.10.2024,3961
24.10.2024,4279
25.10.2024,3479
26.10.2024,2953
27.10.2024,1277
28.10.2024,952
29.10.2024,3767
30.10.2024,3801
31.10.2024,4541
1.11.2024,9057
2.11.2024,10731
3.11.2024,1912
4.11.2024,6457
5.11.2024,8445
6.11.2024,7804
7.11.2024,7515
8.11.2024,7188
9.11.2024,5405
10.11.2024,4214
11.11.2024,6069
12.11.2024,1780
13.11.2024,4135
14.11.2024,5309
15.11.2024,2081
16.11.2024,154
